# x_m,y_m,w_tr_right_m,w_tr_left_m
12.0241,34.6257,1.0396,1.0396
12.0891,34.5606,1.0530,1.0530
12.1542,34.4956,1.0530,1.0530
12.1542,34.4305,1.0396,1.0396
12.2192,34.3655,1.0530,1.0530
12.2843,34.3004,1.0413,1.0413
12.2843,34.2354,1.0396,1.0396
12.3493,34.1703,1.0530,1.0530
12.3493,34.1053,1.0174,1.0174
12.4144,34.0402,1.0413,1.0413
12.4794,33.9752,1.0530,1.0530
12.4794,33.9101,1.0396,1.0396
12.5445,33.8451,1.0530,1.0530
12.6095,33.7800,1.0413,1.0413
12.6095,33.7150,1.0396,1.0396
12.6746,33.6499,1.0530,1.0530
12.6746,33.5849,1.0174,1.0174
12.7396,33.5198,1.0413,1.0413
12.8047,33.4548,1.0530,1.0530
12.8047,33.3897,1.0396,1.0396
12.8697,33.3247,1.0530,1.0530
12.9348,33.2596,1.0413,1.0413
12.9348,33.1946,1.0413,1.0413
12.9998,33.1295,1.0530,1.0530
12.9998,33.0645,1.0396,1.0396
13.0649,32.9994,1.0530,1.0530
13.1299,32.9344,1.0530,1.0530
13.1299,32.8693,1.0396,1.0396
13.1950,32.8043,1.0530,1.0530
13.2600,32.7392,1.0413,1.0413
13.2600,32.6742,1.0413,1.0413
13.3251,32.6091,1.0530,1.0530
13.3251,32.5441,1.0396,1.0396
13.3901,32.4790,1.0530,1.0530
13.4552,32.4140,1.0530,1.0530
13.4552,32.3489,1.0396,1.0396
13.5202,32.2839,1.0530,1.0530
13.5853,32.2188,1.0413,1.0413
13.5853,32.1538,1.0413,1.0413
13.6503,32.0887,1.0530,1.0530
13.6503,32.0237,1.0396,1.0396
13.7154,31.9586,1.0530,1.0530
13.7804,31.8936,1.0413,1.0413
13.7804,31.8285,1.0413,1.0413
13.8455,31.7635,1.0530,1.0530
13.8455,31.6984,1.0396,1.0396
13.9105,31.6334,1.0530,1.0530
13.9756,31.5683,1.0530,1.0530
13.9756,31.5033,1.0396,1.0396
14.0406,31.4382,1.0530,1.0530
14.1057,31.3732,1.0413,1.0413
14.1057,31.3081,1.0413,1.0413
14.1707,31.2431,1.0530,1.0530
14.1707,31.1780,1.0396,1.0396
14.2358,31.1130,1.0530,1.0530
14.3008,31.0479,1.0413,1.0413
14.3008,30.9829,1.0413,1.0413
14.3659,30.9178,1.0530,1.0530
14.3659,30.8528,1.0396,1.0396
14.4309,30.7877,1.0530,1.0530
14.4960,30.7227,1.0530,1.0530
14.4960,30.6576,1.0396,1.0396
14.5610,30.5926,1.0530,1.0530
14.6261,30.5275,1.0413,1.0413
14.6261,30.4625,1.0413,1.0413
14.6911,30.3974,1.0530,1.0530
14.6911,30.3324,1.0396,1.0396
14.7562,30.2673,1.0530,1.0530
14.8212,30.2023,1.0413,1.0413
14.8212,30.1372,1.0396,1.0396
14.8863,30.0722,1.0530,1.0530
14.8863,30.0071,1.0174,1.0174
14.9513,29.9421,1.0413,1.0413
15.0164,29.8770,1.0530,1.0530
15.0164,29.8120,1.0396,1.0396
15.0814,29.7469,1.0530,1.0530
15.1465,29.6819,1.0413,1.0413
15.1465,29.6168,1.0413,1.0413
15.2115,29.5518,1.0530,1.0530
15.2115,29.4867,1.0396,1.0396
15.2766,29.4217,1.0530,1.0530
15.3416,29.3566,1.0530,1.0530
15.3416,29.2916,1.0396,1.0396
15.4067,29.2265,1.0530,1.0530
15.4717,29.1615,1.0413,1.0413
15.4717,29.0964,1.0413,1.0413
15.5368,29.0314,1.0530,1.0530
15.5368,28.9663,1.0396,1.0396
15.6018,28.9013,1.0530,1.0530
15.6669,28.8362,1.0413,1.0413
15.6669,28.7712,1.0413,1.0413
15.7319,28.7061,1.0530,1.0530
15.7319,28.6411,1.0396,1.0396
15.7970,28.5760,1.0530,1.0530
15.8620,28.5110,1.0530,1.0530
15.8620,28.4459,1.0396,1.0396
15.9271,28.3809,1.0530,1.0530
15.9921,28.3158,1.0413,1.0413
15.9921,28.2508,1.0413,1.0413
16.0572,28.1857,1.0530,1.0530
16.0572,28.1207,1.0396,1.0396
16.1222,28.0556,1.0530,1.0530
16.1873,27.9906,1.0413,1.0413
16.1873,27.9255,1.0396,1.0396
16.2523,27.8605,1.0530,1.0530
16.2523,27.7954,1.0174,1.0174
16.3174,27.7304,1.0413,1.0413
16.3824,27.6653,1.0530,1.0530
16.3824,27.6003,1.0396,1.0396
16.4475,27.5352,1.0530,1.0530
16.5125,27.4702,1.0530,1.0530
16.5125,27.4051,1.0396,1.0396
16.5776,27.3401,1.0530,1.0530
16.6426,27.2750,1.0413,1.0413
16.6426,27.2100,1.0413,1.0413
16.7077,27.1449,1.0530,1.0530
16.7077,27.0799,1.0396,1.0396
16.7727,27.0148,1.0530,1.0530
16.8378,26.9498,1.0530,1.0530
16.8378,26.8847,1.0396,1.0396
16.9028,26.8197,1.0530,1.0530
16.9679,26.7546,1.0413,1.0413
16.9679,26.6896,1.0413,1.0413
17.0329,26.6245,1.0530,1.0530
17.0329,26.5595,1.0396,1.0396
17.0980,26.4944,1.0530,1.0530
17.1630,26.4294,1.0530,1.0530
17.1630,26.3643,1.0396,1.0396
17.2281,26.2993,1.0530,1.0530
17.2931,26.2342,1.0413,1.0413
17.2931,26.1692,1.0396,1.0396
17.3582,26.1041,1.0530,1.0530
17.3582,26.0391,1.0174,1.0174
17.4232,25.9740,1.0413,1.0413
17.4883,25.9090,1.0530,1.0530
17.4883,25.8439,1.0396,1.0396
17.5533,25.7789,1.0530,1.0530
17.6184,25.7138,1.0530,1.0530
17.6184,25.6488,1.0396,1.0396
17.6834,25.5837,1.0530,1.0530
17.7485,25.5187,1.0530,1.0530
17.7485,25.4536,1.0396,1.0396
17.8135,25.3886,1.0530,1.0530
17.8786,25.3235,1.0413,1.0413
17.8786,25.2585,1.0396,1.0396
17.9436,25.1934,1.0530,1.0530
17.9436,25.1284,1.0174,1.0174
18.0087,25.0633,1.0413,1.0413
18.0737,24.9983,1.0530,1.0530
18.0737,24.9332,1.0396,1.0396
18.1388,24.8682,1.0530,1.0530
18.2038,24.8031,1.0530,1.0530
18.2038,24.7381,1.0396,1.0396
18.2689,24.6730,1.0530,1.0530
18.3339,24.6080,1.0530,1.0530
18.3339,24.5429,1.0396,1.0396
18.3990,24.4779,1.0530,1.0530
18.4640,24.4128,1.0530,1.0530
18.4640,24.3478,1.0396,1.0396
18.5291,24.2827,1.0530,1.0530
18.5941,24.2177,1.0530,1.0530
18.5941,24.1526,1.0396,1.0396
18.6592,24.0876,1.0530,1.0530
18.7242,24.0225,1.0413,1.0413
18.7242,23.9575,1.0396,1.0396
18.7893,23.8924,1.0530,1.0530
18.8543,23.8274,1.0396,1.0396
18.8543,23.7623,1.0396,1.0396
18.9194,23.6973,1.0530,1.0530
18.9194,23.6322,1.0174,1.0174
18.9844,23.5672,1.0413,1.0413
19.0495,23.5021,1.0530,1.0530
19.0495,23.4371,1.0396,1.0396
19.1145,23.3720,1.0530,1.0530
19.1796,23.3070,1.0530,1.0530
19.1796,23.2419,1.0396,1.0396
19.2446,23.1769,1.0530,1.0530
19.3097,23.1118,1.0530,1.0530
19.3097,23.0468,1.0396,1.0396
19.3747,22.9817,1.0530,1.0530
19.4398,22.9167,1.0530,1.0530
19.4398,22.8516,1.0396,1.0396
19.5048,22.7866,1.0530,1.0530
19.5699,22.7215,1.0530,1.0530
19.5699,22.6565,1.0396,1.0396
19.6349,22.5914,1.0530,1.0530
19.7000,22.5264,1.0530,1.0530
19.7000,22.4613,1.0396,1.0396
19.7650,22.3963,1.0530,1.0530
19.8301,22.3312,1.0530,1.0530
19.8301,22.2662,1.0396,1.0396
19.8951,22.2011,1.0530,1.0530
19.9602,22.1361,1.0530,1.0530
19.9602,22.0710,1.0396,1.0396
20.0252,22.0060,1.0530,1.0530
20.0903,21.9409,1.0530,1.0530
20.0903,21.8759,1.0396,1.0396
20.1553,21.8108,1.0530,1.0530
20.2204,21.7458,1.0530,1.0530
20.2204,21.6807,1.0396,1.0396
20.2854,21.6157,1.0530,1.0530
20.3505,21.5506,1.0530,1.0530
20.3505,21.4856,1.0396,1.0396
20.4155,21.4205,1.0530,1.0530
20.4806,21.3555,1.0530,1.0530
20.4806,21.2904,1.0396,1.0396
20.5456,21.2254,1.0530,1.0530
20.6107,21.1603,1.0530,1.0530
20.6107,21.0953,1.0396,1.0396
20.6757,21.0302,1.0530,1.0530
20.7408,20.9652,1.0530,1.0530
20.7408,20.9001,1.0396,1.0396
20.8058,20.8351,1.0530,1.0530
20.8709,20.7700,1.0530,1.0530
20.8709,20.7050,1.0396,1.0396
20.9359,20.6399,1.0530,1.0530
21.0010,20.5749,1.0530,1.0530
21.0010,20.5098,1.0396,1.0396
21.0660,20.4448,1.0530,1.0530
21.1311,20.3797,1.0530,1.0530
21.1311,20.3147,1.0396,1.0396
21.1961,20.2496,1.0530,1.0530
21.2612,20.1846,1.0530,1.0530
21.2612,20.1195,1.0396,1.0396
21.3262,20.0545,1.0530,1.0530
21.3913,19.9894,1.0530,1.0530
21.3913,19.9244,1.0396,1.0396
21.4563,19.8593,1.0530,1.0530
21.5214,19.7943,1.0530,1.0530
21.5214,19.7292,1.0396,1.0396
21.5864,19.6642,1.0530,1.0530
21.6515,19.5991,1.0413,1.0413
21.6515,19.5341,1.0396,1.0396
21.7165,19.4690,1.0530,1.0530
21.7816,19.4040,1.0396,1.0396
21.7816,19.3389,1.0396,1.0396
21.8466,19.2739,1.0530,1.0530
21.9117,19.2088,1.0396,1.0396
21.9117,19.1438,1.0396,1.0396
21.9767,19.0787,1.0530,1.0530
22.0418,19.0137,1.0396,1.0396
22.0418,18.9486,1.0396,1.0396
22.1068,18.8836,1.0530,1.0530
22.1719,18.8185,1.0396,1.0396
22.1719,18.7535,1.0396,1.0396
22.2369,18.6884,1.0530,1.0530
22.2369,18.6234,1.0174,1.0174
22.3020,18.5583,1.0413,1.0413
22.3670,18.4933,1.0530,1.0530
22.3670,18.4282,1.0396,1.0396
22.4321,18.3632,1.0530,1.0530
22.4971,18.2981,1.0530,1.0530
22.4971,18.2331,1.0396,1.0396
22.5622,18.1680,1.0530,1.0530
22.6272,18.1030,1.0530,1.0530
22.6272,18.0379,1.0396,1.0396
22.6923,17.9729,1.0530,1.0530
22.7573,17.9078,1.0530,1.0530
22.7573,17.8428,1.0396,1.0396
22.8224,17.7777,1.0530,1.0530
22.8874,17.7127,1.0530,1.0530
22.8874,17.6476,1.0396,1.0396
22.9525,17.5826,1.0530,1.0530
23.0175,17.5175,1.0530,1.0530
23.0175,17.4525,1.0396,1.0396
23.0826,17.3874,1.0530,1.0530
23.1476,17.3224,1.0530,1.0530
23.1476,17.2573,1.0396,1.0396
23.2127,17.1923,1.0530,1.0530
23.2777,17.1272,1.0530,1.0530
23.2777,17.0622,1.0396,1.0396
23.3428,16.9971,1.0530,1.0530
23.4078,16.9321,1.0530,1.0530
23.4078,16.8670,1.0396,1.0396
23.4729,16.8020,1.0530,1.0530
23.5379,16.7369,1.0413,1.0413
23.5379,16.6719,1.0396,1.0396
23.6030,16.6068,1.0530,1.0530
23.6030,16.5418,1.0174,1.0174
23.6680,16.4767,1.0413,1.0413
23.7331,16.4117,1.0530,1.0530
23.7331,16.3466,1.0396,1.0396
23.7981,16.2816,1.0530,1.0530
23.8632,16.2165,1.0530,1.0530
23.8632,16.1515,1.0396,1.0396
23.9282,16.0864,1.0530,1.0530
23.9933,16.0214,1.0530,1.0530
23.9933,15.9563,1.0396,1.0396
24.0583,15.8913,1.0530,1.0530
24.1234,15.8262,1.0530,1.0530
24.1234,15.7612,1.0396,1.0396
24.1884,15.6961,1.0530,1.0530
24.2535,15.6311,1.0530,1.0530
24.2535,15.5660,1.0396,1.0396
24.3185,15.5010,1.0530,1.0530
24.3836,15.4359,1.0530,1.0530
24.3836,15.3709,1.0396,1.0396
24.4486,15.3058,1.0530,1.0530
24.5137,15.2408,1.0413,1.0413
24.5137,15.1757,1.0413,1.0413
24.5787,15.1107,1.0530,1.0530
24.5787,15.0456,1.0396,1.0396
24.6438,14.9806,1.0530,1.0530
24.7088,14.9155,1.0530,1.0530
24.7088,14.8505,1.0396,1.0396
24.7739,14.7854,1.0530,1.0530
24.8389,14.7204,1.0530,1.0530
24.8389,14.6553,1.0396,1.0396
24.9040,14.5903,1.0530,1.0530
24.9690,14.5252,1.0530,1.0530
24.9690,14.4602,1.0396,1.0396
25.0341,14.3951,1.0530,1.0530
25.0991,14.3301,1.0413,1.0413
25.0991,14.2650,1.0396,1.0396
25.1642,14.2000,1.0530,1.0530
25.1642,14.1349,1.0174,1.0174
25.2292,14.0699,1.0413,1.0413
25.2943,14.0048,1.0530,1.0530
25.2943,13.9398,1.0396,1.0396
25.3593,13.8747,1.0530,1.0530
25.4244,13.8097,1.0530,1.0530
25.4244,13.7446,1.0396,1.0396
25.4894,13.6796,1.0530,1.0530
25.5545,13.6145,1.0530,1.0530
25.5545,13.5495,1.0396,1.0396
25.6195,13.4844,1.0530,1.0530
25.6846,13.4194,1.0413,1.0413
25.6846,13.3543,1.0396,1.0396
25.7496,13.2893,1.0530,1.0530
25.7496,13.2242,1.0174,1.0174
25.8147,13.1592,1.0413,1.0413
25.8797,13.0941,1.0530,1.0530
25.8797,13.0291,1.0396,1.0396
25.9448,12.9640,1.0530,1.0530
26.0098,12.8990,1.0530,1.0530
26.0098,12.8339,1.0396,1.0396
26.0749,12.7689,1.0530,1.0530
26.1399,12.7038,1.0413,1.0413
26.1399,12.6388,1.0396,1.0396
26.2050,12.5737,1.0530,1.0530
26.2050,12.5087,1.0174,1.0174
26.2700,12.4436,1.0413,1.0413
26.3351,12.3786,1.0530,1.0530
26.3351,12.3135,1.0396,1.0396
26.4001,12.2485,1.0530,1.0530
26.4652,12.1834,1.0530,1.0530
26.4652,12.1184,1.0396,1.0396
26.5302,12.0533,1.0530,1.0530
26.5953,11.9883,1.0530,1.0530
26.5953,11.9232,1.0396,1.0396
26.6603,11.8582,1.0530,1.0530
26.7254,11.7931,1.0413,1.0413
26.7254,11.7281,1.0413,1.0413
26.7904,11.6630,1.0530,1.0530
26.7904,11.5980,1.0396,1.0396
26.8555,11.5329,1.0530,1.0530
26.9205,11.4679,1.0530,1.0530
26.9205,11.4028,1.0396,1.0396
26.9856,11.3378,1.0530,1.0530
27.0506,11.2727,1.0413,1.0413
27.0506,11.2077,1.0413,1.0413
27.1157,11.1426,1.0530,1.0530
27.1157,11.0776,1.0396,1.0396
27.1807,11.0125,1.0530,1.0530
27.2458,10.9475,1.0530,1.0530
27.2458,10.8824,1.0396,1.0396
27.3108,10.8174,1.0530,1.0530
27.3759,10.7523,1.0530,1.0530
27.3759,10.6873,1.0396,1.0396
27.4409,10.6222,1.0530,1.0530
27.5060,10.5572,1.0413,1.0413
27.5060,10.4921,1.0413,1.0413
27.5710,10.4271,1.0530,1.0530
27.5710,10.3620,1.0396,1.0396
27.6361,10.2970,1.0530,1.0530
27.7011,10.2319,1.0530,1.0530
27.7011,10.1669,1.0396,1.0396
27.7662,10.1018,1.0530,1.0530
27.8312,10.0368,1.0413,1.0413
27.8312,9.9717,1.0413,1.0413
27.8963,9.9067,1.0530,1.0530
27.8963,9.8416,1.0396,1.0396
27.9613,9.7766,1.0530,1.0530
28.0264,9.7115,1.0530,1.0530
28.0264,9.6465,1.0396,1.0396
28.0914,9.5814,1.0530,1.0530
28.1565,9.5164,1.0413,1.0413
28.1565,9.4513,1.0396,1.0396
28.2215,9.3863,1.0530,1.0530
28.2215,9.3212,1.0174,1.0174
28.2866,9.2562,1.0413,1.0413
28.3516,9.1911,1.0530,1.0530
28.3516,9.1261,1.0396,1.0396
28.4167,9.0610,1.0530,1.0530
28.4817,8.9960,1.0530,1.0530
28.4817,8.9309,1.0396,1.0396
28.5468,8.8659,1.0530,1.0530
28.6118,8.8008,1.0413,1.0413
28.6118,8.7358,1.0413,1.0413
28.6769,8.6707,1.0530,1.0530
28.6769,8.6057,1.0396,1.0396
28.7419,8.5406,1.0530,1.0530
28.8070,8.4756,1.0530,1.0530
28.8070,8.4105,1.0396,1.0396
28.8720,8.3455,1.0530,1.0530
28.9371,8.2804,1.0413,1.0413
28.9371,8.2154,1.0396,1.0396
29.0021,8.1503,1.0530,1.0530
29.0021,8.0853,1.0174,1.0174
29.0672,8.0202,1.0413,1.0413
29.1322,7.9552,1.0530,1.0530
29.1322,7.8901,1.0396,1.0396
29.1973,7.8251,1.0530,1.0530
29.2623,7.7600,1.0530,1.0530
29.2623,7.6950,1.0396,1.0396
29.3274,7.6299,1.0530,1.0530
29.3924,7.5649,1.0413,1.0413
29.3924,7.4998,1.0413,1.0413
29.4575,7.4348,1.0530,1.0530
29.4575,7.3697,1.0396,1.0396
29.5225,7.3047,1.0530,1.0530
29.5876,7.2396,1.0530,1.0530
29.5876,7.1746,1.0396,1.0396
29.6526,7.1095,1.0530,1.0530
29.7177,7.0445,1.0530,1.0530
29.7177,6.9794,1.0396,1.0396
29.7827,6.9144,1.0530,1.0530
29.8478,6.8493,1.0413,1.0413
29.8478,6.7843,1.0413,1.0413
29.9128,6.7192,1.0530,1.0530
29.9128,6.6542,1.0396,1.0396
29.9779,6.5891,1.0530,1.0530
30.0429,6.5241,1.0530,1.0530
30.0429,6.4590,1.0396,1.0396
30.1080,6.3940,1.0530,1.0530
30.1730,6.3289,1.0413,1.0413
30.1730,6.2639,1.0413,1.0413
30.2381,6.1988,1.0530,1.0530
30.2381,6.1338,1.0396,1.0396
30.3031,6.0687,1.0530,1.0530
30.3682,6.0037,1.0530,1.0530
30.3682,5.9386,1.0396,1.0396
30.4332,5.8736,1.0530,1.0530
30.4983,5.8085,1.0530,1.0530
30.4983,5.7435,1.0396,1.0396
30.5633,5.6784,1.0530,1.0530
30.6284,5.6134,1.0413,1.0413
30.6284,5.5483,1.0413,1.0413
30.6934,5.4833,1.0530,1.0530
30.6934,5.4182,1.0396,1.0396
30.7585,5.3532,1.0530,1.0530
30.8235,5.2881,1.0530,1.0530
30.8235,5.2231,1.0396,1.0396
30.8886,5.1580,1.0530,1.0530
30.9536,5.0930,1.0530,1.0530
30.9536,5.0279,1.0396,1.0396
31.0187,4.9629,1.0530,1.0530
31.0837,4.8978,1.0413,1.0413
31.0837,4.8328,1.0413,1.0413
31.1488,4.7677,1.0530,1.0530
31.1488,4.7027,1.0396,1.0396
31.2138,4.6376,1.0530,1.0530
31.2789,4.5726,1.0530,1.0530
31.2789,4.5075,1.0396,1.0396
31.3439,4.4425,1.0530,1.0530
31.4090,4.3774,1.0530,1.0530
31.4090,4.3124,1.0396,1.0396
31.4740,4.2473,1.0530,1.0530
31.5391,4.1823,1.0413,1.0413
31.5391,4.1172,1.0396,1.0396
31.6041,4.0522,1.0530,1.0530
31.6041,3.9871,1.0174,1.0174
31.6692,3.9221,1.0413,1.0413
31.7342,3.8570,1.0530,1.0530
31.7342,3.7920,1.0396,1.0396
31.7993,3.7269,1.0530,1.0530
31.8643,3.6619,1.0530,1.0530
31.8643,3.5968,1.0396,1.0396
31.9294,3.5318,1.0530,1.0530
31.9944,3.4667,1.0530,1.0530
31.9944,3.4017,1.0396,1.0396
32.0595,3.3366,1.0530,1.0530
32.1245,3.2716,1.0413,1.0413
32.1245,3.2065,1.0413,1.0413
32.1896,3.1415,1.0530,1.0530
32.1896,3.0764,1.0396,1.0396
32.2546,3.0114,1.0530,1.0530
32.3197,2.9463,1.0530,1.0530
32.3197,2.8813,1.0396,1.0396
32.3847,2.8162,1.0530,1.0530
32.4498,2.7512,1.0530,1.0530
32.4498,2.6861,1.0396,1.0396
32.5148,2.6211,1.0530,1.0530
32.5799,2.5560,1.0413,1.0413
32.5799,2.4910,1.0396,1.0396
32.6449,2.4259,1.0530,1.0530
32.6449,2.3609,1.0174,1.0174
32.7100,2.2958,1.0413,1.0413
32.7750,2.2308,1.0530,1.0530
32.7750,2.1657,1.0396,1.0396
32.8401,2.1007,1.0530,1.0530
32.9051,2.0356,1.0530,1.0530
32.9051,1.9706,1.0396,1.0396
32.9702,1.9055,1.0530,1.0530
33.0352,1.8405,1.0530,1.0530
33.0352,1.7754,1.0396,1.0396
33.1003,1.7104,1.0530,1.0530
33.1653,1.6453,1.0530,1.0530
33.1653,1.5803,1.0396,1.0396
33.2304,1.5152,1.0530,1.0530
33.2954,1.4502,1.0413,1.0413
33.2954,1.3851,1.0413,1.0413
33.3605,1.3201,1.0530,1.0530
33.3605,1.2550,1.0396,1.0396
33.4255,1.1900,1.0530,1.0530
33.4906,1.1249,1.0530,1.0530
33.4906,1.0599,1.0396,1.0396
33.5556,0.9948,1.0530,1.0530
33.6207,0.9298,1.0530,1.0530
33.6207,0.8647,1.0396,1.0396
33.6857,0.7997,1.0530,1.0530
33.7508,0.7346,1.0530,1.0530
33.7508,0.6696,1.0396,1.0396
33.8158,0.6045,1.0530,1.0530
33.8809,0.5395,1.0413,1.0413
33.8809,0.4744,1.0413,1.0413
33.9459,0.4094,1.0530,1.0530
33.9459,0.3443,1.0396,1.0396
34.0110,0.2793,1.0530,1.0530
34.0760,0.2142,1.0530,1.0530
34.0760,0.1492,1.0396,1.0396
34.1411,0.0841,1.0530,1.0530
34.2061,0.0191,1.0530,1.0530
34.2061,-0.0460,1.0396,1.0396
34.2712,-0.1110,1.0530,1.0530
34.3362,-0.1761,1.0530,1.0530
34.3362,-0.2411,1.0396,1.0396
34.4013,-0.3062,1.0530,1.0530
34.4663,-0.3712,1.0413,1.0413
34.4663,-0.4363,1.0396,1.0396
34.5314,-0.5013,1.0530,1.0530
34.5314,-0.5664,1.0174,1.0174
34.5964,-0.6314,1.0413,1.0413
34.6615,-0.6965,1.0530,1.0530
34.6615,-0.7615,1.0396,1.0396
34.7265,-0.8266,1.0530,1.0530
34.7916,-0.8916,1.0530,1.0530
34.7916,-0.9567,1.0396,1.0396
34.8566,-1.0217,1.0530,1.0530
34.9217,-1.0868,1.0530,1.0530
34.9217,-1.1518,1.0396,1.0396
34.9867,-1.2169,1.0530,1.0530
35.0518,-1.2819,1.0413,1.0413
35.0518,-1.3470,1.0396,1.0396
35.1168,-1.4120,1.0530,1.0530
35.1168,-1.4771,1.0174,1.0174
35.1819,-1.5421,1.0413,1.0413
35.2469,-1.6072,1.0530,1.0530
35.2469,-1.6722,1.0396,1.0396
35.3120,-1.7373,1.0530,1.0530
35.3770,-1.8023,1.0530,1.0530
35.3770,-1.8674,1.0396,1.0396
35.4421,-1.9324,1.0530,1.0530
35.5071,-1.9975,1.0530,1.0530
35.5071,-2.0625,1.0396,1.0396
35.5722,-2.1276,1.0530,1.0530
35.6372,-2.1926,1.0530,1.0530
35.6372,-2.2577,1.0396,1.0396
35.7023,-2.3227,1.0530,1.0530
35.7673,-2.3878,1.0413,1.0413
35.7673,-2.4528,1.0413,1.0413
35.8324,-2.5179,1.0530,1.0530
35.8324,-2.5829,1.0396,1.0396
35.8974,-2.6480,1.0530,1.0530
35.9625,-2.7130,1.0530,1.0530
35.9625,-2.7781,1.0396,1.0396
36.0275,-2.8431,1.0530,1.0530
36.0926,-2.9082,1.0530,1.0530
36.0926,-2.9732,1.0396,1.0396
36.1576,-3.0383,1.0530,1.0530
36.2227,-3.1033,1.0530,1.0530
36.2227,-3.1684,1.0396,1.0396
36.2877,-3.2334,1.0530,1.0530
36.3528,-3.2985,1.0413,1.0413
36.3528,-3.3635,1.0396,1.0396
36.4178,-3.4286,1.0530,1.0530
36.4178,-3.4936,1.0174,1.0174
36.4829,-3.5587,1.0413,1.0413
36.5479,-3.6237,1.0530,1.0530
36.5479,-3.6888,1.0396,1.0396
36.6130,-3.7538,1.0530,1.0530
36.6780,-3.8189,1.0530,1.0530
36.6780,-3.8839,1.0396,1.0396
36.7431,-3.9490,1.0530,1.0530
36.8081,-4.0140,1.0530,1.0530
36.8081,-4.0791,1.0396,1.0396
36.8732,-4.1441,1.0530,1.0530
36.9382,-4.2092,1.0413,1.0413
36.9382,-4.2742,1.0396,1.0396
37.0033,-4.3393,1.0530,1.0530
37.0033,-4.4043,1.0174,1.0174
37.0683,-4.4694,1.0413,1.0413
37.1334,-4.5344,1.0530,1.0530
37.1334,-4.5995,1.0396,1.0396
37.1984,-4.6645,1.0530,1.0530
37.2635,-4.7296,1.0530,1.0530
37.2635,-4.7946,1.0396,1.0396
37.3285,-4.8597,1.0530,1.0530
37.3936,-4.9247,1.0530,1.0530
37.3936,-4.9898,1.0396,1.0396
37.4586,-5.0548,1.0530,1.0530
37.5237,-5.1199,1.0530,1.0530
37.5237,-5.1849,1.0396,1.0396
37.5887,-5.2500,1.0530,1.0530
37.6538,-5.3150,1.0413,1.0413
37.6538,-5.3801,1.0413,1.0413
37.7188,-5.4451,1.0530,1.0530
37.7188,-5.5102,1.0396,1.0396
37.7839,-5.5752,1.0530,1.0530
37.8489,-5.6403,1.0530,1.0530
37.8489,-5.7053,1.0396,1.0396
37.9140,-5.7704,1.0530,1.0530
37.9790,-5.8354,1.0530,1.0530
37.9790,-5.9005,1.0396,1.0396
38.0441,-5.9655,1.0530,1.0530
38.1091,-6.0306,1.0530,1.0530
38.1091,-6.0956,1.0396,1.0396
38.1742,-6.1607,1.0530,1.0530
38.2392,-6.2257,1.0413,1.0413
38.2392,-6.2908,1.0396,1.0396
38.3043,-6.3558,1.0530,1.0530
38.3043,-6.4209,1.0174,1.0174
38.3693,-6.4859,1.0413,1.0413
38.4344,-6.5510,1.0530,1.0530
38.4344,-6.6160,1.0396,1.0396
38.4994,-6.6811,1.0530,1.0530
38.5645,-6.7461,1.0530,1.0530
38.5645,-6.8112,1.0396,1.0396
38.6295,-6.8762,1.0530,1.0530
38.6946,-6.9413,1.0530,1.0530
38.6946,-7.0063,1.0396,1.0396
38.7596,-7.0714,1.0530,1.0530
38.8247,-7.1364,1.0413,1.0413
38.8247,-7.2015,1.0396,1.0396
38.8897,-7.2665,1.0530,1.0530
38.8897,-7.3316,1.0174,1.0174
38.9548,-7.3966,1.0413,1.0413
39.0198,-7.4617,1.0530,1.0530
39.0198,-7.5267,1.0396,1.0396
39.0849,-7.5918,1.0530,1.0530
39.1499,-7.6568,1.0530,1.0530
39.1499,-7.7219,1.0396,1.0396
39.2150,-7.7869,1.0530,1.0530
39.2800,-7.8520,1.0530,1.0530
39.2800,-7.9170,1.0396,1.0396
39.3451,-7.9821,1.0530,1.0530
39.4101,-8.0471,1.0413,1.0413
39.4101,-8.1122,1.0396,1.0396
39.4752,-8.1772,1.0530,1.0530
39.4752,-8.2423,1.0174,1.0174
39.5402,-8.3073,1.0413,1.0413
39.6053,-8.3724,1.0530,1.0530
39.6053,-8.4374,1.0396,1.0396
39.6703,-8.5025,1.0530,1.0530
39.7354,-8.5675,1.0530,1.0530
39.7354,-8.6326,1.0396,1.0396
39.8004,-8.6976,1.0530,1.0530
39.8655,-8.7627,1.0530,1.0530
39.8655,-8.8277,1.0396,1.0396
39.9305,-8.8928,1.0530,1.0530
39.9956,-8.9578,1.0413,1.0413
39.9956,-9.0229,1.0396,1.0396
40.0606,-9.0879,1.0530,1.0530
40.0606,-9.1530,1.0174,1.0174
40.1257,-9.2180,1.0413,1.0413
40.1907,-9.2831,1.0530,1.0530
40.1907,-9.3481,1.0396,1.0396
40.2558,-9.4132,1.0530,1.0530
40.3208,-9.4782,1.0530,1.0530
40.3208,-9.5433,1.0396,1.0396
40.3859,-9.6083,1.0530,1.0530
40.4509,-9.6734,1.0530,1.0530
40.4509,-9.7384,1.0396,1.0396
40.5160,-9.8035,1.0530,1.0530
40.5810,-9.8685,1.0413,1.0413
40.5810,-9.9336,1.0413,1.0413
40.6461,-9.9986,1.0530,1.0530
40.6461,-10.0637,1.0396,1.0396
40.7111,-10.1287,1.0530,1.0530
40.7762,-10.1938,1.0530,1.0530
