# x_m,y_m,w_tr_right_m,w_tr_left_m
-50.5413,14.7018,0.8790,0.8790
-50.5413,14.6438,0.8790,0.8790
-50.4833,14.5859,0.8790,0.8790
-50.4833,14.5279,0.8790,0.8790
-50.4254,14.4700,0.8790,0.8790
-50.4254,14.4120,0.8790,0.8790
-50.3674,14.3540,0.8836,0.8836
-50.3674,14.2961,0.8790,0.8790
-50.3094,14.2381,0.9034,0.9034
-50.3094,14.1802,0.8790,0.8790
-50.2515,14.1222,0.9034,0.9034
-50.1935,14.0642,0.8790,0.8790
-50.1935,14.0063,0.8836,0.8836
-50.1356,13.9483,0.8790,0.8790
-50.1356,13.8904,0.8790,0.8790
-50.0776,13.8324,0.8790,0.8790
-50.0776,13.7744,0.8790,0.8790
-50.0196,13.7165,0.8790,0.8790
-50.0196,13.6585,0.8790,0.8790
-49.9617,13.6006,0.8836,0.8836
-49.9617,13.5426,0.8790,0.8790
-49.9037,13.4846,0.9034,0.9034
-49.9037,13.4267,0.8790,0.8790
-49.8458,13.3687,0.9034,0.9034
-49.7878,13.3108,0.8790,0.8790
-49.7878,13.2528,0.8836,0.8836
-49.7298,13.1948,0.8790,0.8790
-49.7298,13.1369,0.8790,0.8790
-49.6719,13.0789,0.8790,0.8790
-49.6719,13.0210,0.8790,0.8790
-49.6139,12.9630,0.8836,0.8836
-49.6139,12.9050,0.8790,0.8790
-49.5560,12.8471,0.9034,0.9034
-49.5560,12.7891,0.8790,0.8790
-49.4980,12.7312,0.9034,0.9034
-49.4400,12.6732,0.8790,0.8790
-49.4400,12.6152,0.8836,0.8836
-49.3821,12.5573,0.8790,0.8790
-49.3821,12.4993,0.8790,0.8790
-49.3241,12.4414,0.8790,0.8790
-49.3241,12.3834,0.8790,0.8790
-49.2662,12.3254,0.8836,0.8836
-49.2662,12.2675,0.8790,0.8790
-49.2082,12.2095,0.9034,0.9034
-49.2082,12.1516,0.8790,0.8790
-49.1502,12.0936,0.9034,0.9034
-49.0923,12.0356,0.8790,0.8790
-49.0923,11.9777,0.8836,0.8836
-49.0343,11.9197,0.8790,0.8790
-49.0343,11.8618,0.8790,0.8790
-48.9764,11.8038,0.8836,0.8836
-48.9764,11.7458,0.8790,0.8790
-48.9184,11.6879,0.9034,0.9034
-48.9184,11.6299,0.8681,0.8681
-48.8604,11.5720,0.8836,0.8836
-48.8025,11.5140,0.8790,0.8790
-48.8025,11.4560,0.8790,0.8790
-48.7445,11.3981,0.8836,0.8836
-48.7445,11.3401,0.8790,0.8790
-48.6866,11.2822,0.9034,0.9034
-48.6866,11.2242,0.8681,0.8681
-48.6286,11.1662,0.8836,0.8836
-48.5706,11.1083,0.8790,0.8790
-48.5706,11.0503,0.8790,0.8790
-48.5127,10.9924,0.8836,0.8836
-48.5127,10.9344,0.8681,0.8681
-48.4547,10.8764,0.8836,0.8836
-48.3968,10.8185,0.8790,0.8790
-48.3968,10.7605,0.8790,0.8790
-48.3388,10.7026,0.8836,0.8836
-48.3388,10.6446,0.8681,0.8681
-48.2808,10.5866,0.8836,0.8836
-48.2229,10.5287,0.8836,0.8836
-48.2229,10.4707,0.8790,0.8790
-48.1649,10.4128,0.9034,0.9034
-48.1070,10.3548,0.8790,0.8790
-48.1070,10.2968,0.8836,0.8836
-48.0490,10.2389,0.8836,0.8836
-47.9910,10.1809,0.8681,0.8681
-47.9910,10.1230,0.8836,0.8836
-47.9331,10.0650,0.8836,0.8836
-47.8751,10.0070,0.8681,0.8681
-47.8751,9.9491,0.8836,0.8836
-47.8172,9.8911,0.8836,0.8836
-47.7592,9.8332,0.8681,0.8681
-47.7592,9.7752,0.8836,0.8836
-47.7012,9.7172,0.8836,0.8836
-47.6433,9.6593,0.8681,0.8681
-47.6433,9.6013,0.8836,0.8836
-47.5853,9.5434,0.8836,0.8836
-47.5274,9.4854,0.8681,0.8681
-47.5274,9.4274,0.8836,0.8836
-47.4694,9.3695,0.8836,0.8836
-47.4114,9.3115,0.8681,0.8681
-47.4114,9.2536,0.8836,0.8836
-47.3535,9.1956,0.8973,0.8973
-47.2955,9.1376,0.8836,0.8836
-47.2376,9.0797,0.8681,0.8681
-47.2376,9.0217,0.8973,0.8973
-47.1796,8.9638,0.8836,0.8836
-47.1216,8.9058,0.8681,0.8681
-47.1216,8.8478,0.8836,0.8836
-47.0637,8.7899,0.8836,0.8836
-47.0057,8.7319,0.8681,0.8681
-47.0057,8.6740,0.8836,0.8836
-46.9478,8.6160,0.8973,0.8973
-46.8898,8.5580,0.8836,0.8836
-46.8318,8.5001,0.8681,0.8681
-46.8318,8.4421,0.8836,0.8836
-46.7739,8.3842,0.8836,0.8836
-46.7159,8.3262,0.8681,0.8681
-46.7159,8.2682,0.8836,0.8836
-46.6580,8.2103,0.8973,0.8973
-46.6000,8.1523,0.8836,0.8836
-46.5420,8.0944,0.8681,0.8681
-46.5420,8.0364,0.8836,0.8836
-46.4841,7.9784,0.8836,0.8836
-46.4261,7.9205,0.8681,0.8681
-46.4261,7.8625,0.8836,0.8836
-46.3682,7.8046,0.8973,0.8973
-46.3102,7.7466,0.8836,0.8836
-46.2522,7.6886,0.8681,0.8681
-46.2522,7.6307,0.8836,0.8836
-46.1943,7.5727,0.8836,0.8836
-46.1363,7.5148,0.8681,0.8681
-46.1363,7.4568,0.8836,0.8836
-46.0784,7.3988,0.8973,0.8973
-46.0204,7.3409,0.8836,0.8836
-45.9624,7.2829,0.8681,0.8681
-45.9624,7.2250,0.8836,0.8836
-45.9045,7.1670,0.8836,0.8836
-45.8465,7.1090,0.8681,0.8681
-45.8465,7.0511,0.8836,0.8836
-45.7886,6.9931,0.8973,0.8973
-45.7306,6.9352,0.8836,0.8836
-45.6726,6.8772,0.8681,0.8681
-45.6726,6.8192,0.8836,0.8836
-45.6147,6.7613,0.8836,0.8836
-45.5567,6.7033,0.8681,0.8681
-45.5567,6.6454,0.8836,0.8836
-45.4988,6.5874,0.8973,0.8973
-45.4408,6.5294,0.8836,0.8836
-45.3828,6.4715,0.8681,0.8681
-45.3828,6.4135,0.8836,0.8836
-45.3249,6.3556,0.8836,0.8836
-45.2669,6.2976,0.8681,0.8681
-45.2669,6.2396,0.8836,0.8836
-45.2090,6.1817,0.8973,0.8973
-45.1510,6.1237,0.8836,0.8836
-45.0930,6.0658,0.8681,0.8681
-45.0930,6.0078,0.8836,0.8836
-45.0351,5.9498,0.8836,0.8836
-44.9771,5.8919,0.8681,0.8681
-44.9771,5.8339,0.8836,0.8836
-44.9192,5.7760,0.8973,0.8973
-44.8612,5.7180,0.8836,0.8836
-44.8032,5.6600,0.8681,0.8681
-44.8032,5.6021,0.8836,0.8836
-44.7453,5.5441,0.8836,0.8836
-44.6873,5.4862,0.8681,0.8681
-44.6873,5.4282,0.8836,0.8836
-44.6294,5.3702,0.8973,0.8973
-44.5714,5.3123,0.8836,0.8836
-44.5134,5.2543,0.8681,0.8681
-44.5134,5.1964,0.8836,0.8836
-44.4555,5.1384,0.8836,0.8836
-44.3975,5.0804,0.8681,0.8681
-44.3975,5.0225,0.8836,0.8836
-44.3396,4.9645,0.8973,0.8973
-44.2816,4.9066,0.8836,0.8836
-44.2236,4.8486,0.8681,0.8681
-44.2236,4.7906,0.8836,0.8836
-44.1657,4.7327,0.8836,0.8836
-44.1077,4.6747,0.8681,0.8681
-44.1077,4.6168,0.8836,0.8836
-44.0498,4.5588,0.8973,0.8973
-43.9918,4.5008,0.8836,0.8836
-43.9338,4.4429,0.8681,0.8681
-43.9338,4.3849,0.8836,0.8836
-43.8759,4.3270,0.8836,0.8836
-43.8179,4.2690,0.8681,0.8681
-43.8179,4.2110,0.8836,0.8836
-43.7600,4.1531,0.8973,0.8973
-43.7020,4.0951,0.8836,0.8836
-43.6440,4.0372,0.8681,0.8681
-43.6440,3.9792,0.8836,0.8836
-43.5861,3.9212,0.8836,0.8836
-43.5281,3.8633,0.8681,0.8681
-43.5281,3.8053,0.8836,0.8836
-43.4702,3.7474,0.8973,0.8973
-43.4122,3.6894,0.8836,0.8836
-43.3542,3.6314,0.8681,0.8681
-43.3542,3.5735,0.8836,0.8836
-43.2963,3.5155,0.8836,0.8836
-43.2383,3.4576,0.8681,0.8681
-43.2383,3.3996,0.8836,0.8836
-43.1804,3.3416,0.8973,0.8973
-43.1224,3.2837,0.8836,0.8836
-43.0644,3.2257,0.8681,0.8681
-43.0644,3.1678,0.8836,0.8836
-43.0065,3.1098,0.8836,0.8836
-42.9485,3.0518,0.8681,0.8681
-42.9485,2.9939,0.8836,0.8836
-42.8906,2.9359,0.8973,0.8973
-42.8326,2.8780,0.8836,0.8836
-42.7746,2.8200,0.8681,0.8681
-42.7746,2.7620,0.8836,0.8836
-42.7167,2.7041,0.8836,0.8836
-42.6587,2.6461,0.8681,0.8681
-42.6587,2.5882,0.8836,0.8836
-42.6008,2.5302,0.8973,0.8973
-42.5428,2.4722,0.8836,0.8836
-42.4848,2.4143,0.8681,0.8681
-42.4848,2.3563,0.8973,0.8973
-42.4269,2.2984,0.8836,0.8836
-42.3689,2.2404,0.8681,0.8681
-42.3689,2.1824,0.8836,0.8836
-42.3110,2.1245,0.8973,0.8973
-42.2530,2.0665,0.8836,0.8836
-42.1950,2.0086,0.8681,0.8681
-42.1950,1.9506,0.8973,0.8973
-42.1371,1.8926,0.8836,0.8836
-42.0791,1.8347,0.8681,0.8681
-42.0791,1.7767,0.8836,0.8836
-42.0212,1.7188,0.8973,0.8973
-41.9632,1.6608,0.8836,0.8836
-41.9052,1.6028,0.8681,0.8681
-41.9052,1.5449,0.8973,0.8973
-41.8473,1.4869,0.8836,0.8836
-41.7893,1.4290,0.8681,0.8681
-41.7893,1.3710,0.8836,0.8836
-41.7314,1.3130,0.8973,0.8973
-41.6734,1.2551,0.8836,0.8836
-41.6154,1.1971,0.8681,0.8681
-41.6154,1.1392,0.8973,0.8973
-41.5575,1.0812,0.8836,0.8836
-41.4995,1.0232,0.8681,0.8681
-41.4995,0.9653,0.8836,0.8836
-41.4416,0.9073,0.8836,0.8836
-41.3836,0.8494,0.8681,0.8681
-41.3836,0.7914,0.8836,0.8836
-41.3256,0.7334,0.8973,0.8973
-41.2677,0.6755,0.8836,0.8836
-41.2097,0.6175,0.8681,0.8681
-41.2097,0.5596,0.8836,0.8836
-41.1518,0.5016,0.8836,0.8836
-41.0938,0.4436,0.8681,0.8681
-41.0938,0.3857,0.8836,0.8836
-41.0358,0.3277,0.8836,0.8836
-40.9779,0.2698,0.8681,0.8681
-40.9779,0.2118,0.8836,0.8836
-40.9199,0.1538,0.8973,0.8973
-40.8620,0.0959,0.8836,0.8836
-40.8040,0.0379,0.8681,0.8681
-40.8040,-0.0200,0.8836,0.8836
-40.7460,-0.0780,0.8836,0.8836
-40.6881,-0.1360,0.8681,0.8681
-40.6881,-0.1939,0.8836,0.8836
-40.6301,-0.2519,0.8973,0.8973
-40.5722,-0.3098,0.8836,0.8836
-40.5142,-0.3678,0.8681,0.8681
-40.5142,-0.4258,0.8836,0.8836
-40.4562,-0.4837,0.8836,0.8836
-40.3983,-0.5417,0.8681,0.8681
-40.3983,-0.5996,0.8836,0.8836
-40.3403,-0.6576,0.8836,0.8836
-40.2824,-0.7156,0.8681,0.8681
-40.2824,-0.7735,0.8836,0.8836
-40.2244,-0.8315,0.8973,0.8973
-40.1664,-0.8894,0.8836,0.8836
-40.1085,-0.9474,0.8681,0.8681
-40.1085,-1.0054,0.8836,0.8836
-40.0505,-1.0633,0.8836,0.8836
-39.9926,-1.1213,0.8681,0.8681
-39.9926,-1.1792,0.8836,0.8836
-39.9346,-1.2372,0.8836,0.8836
-39.8766,-1.2952,0.8681,0.8681
-39.8766,-1.3531,0.8836,0.8836
-39.8187,-1.4111,0.8973,0.8973
-39.7607,-1.4690,0.8836,0.8836
-39.7028,-1.5270,0.8681,0.8681
-39.7028,-1.5850,0.8836,0.8836
-39.6448,-1.6429,0.8836,0.8836
-39.5868,-1.7009,0.8681,0.8681
-39.5868,-1.7588,0.8836,0.8836
-39.5289,-1.8168,0.8973,0.8973
-39.4709,-1.8748,0.8836,0.8836
-39.4130,-1.9327,0.8681,0.8681
-39.4130,-1.9907,0.8836,0.8836
-39.3550,-2.0486,0.8836,0.8836
-39.2970,-2.1066,0.8681,0.8681
-39.2970,-2.1646,0.8836,0.8836
-39.2391,-2.2225,0.8973,0.8973
-39.1811,-2.2805,0.8836,0.8836
-39.1232,-2.3384,0.8681,0.8681
-39.1232,-2.3964,0.8836,0.8836
-39.0652,-2.4544,0.8973,0.8973
-39.0072,-2.5123,0.8836,0.8836
-38.9493,-2.5703,0.8681,0.8681
-38.9493,-2.6282,0.8973,0.8973
-38.8913,-2.6862,0.8973,0.8973
-38.8334,-2.7442,0.8836,0.8836
-38.7754,-2.8021,0.8681,0.8681
-38.7754,-2.8601,0.8973,0.8973
-38.7174,-2.9180,0.8973,0.8973
-38.6595,-2.9760,0.8836,0.8836
-38.6015,-3.0340,0.8681,0.8681
-38.6015,-3.0919,0.8973,0.8973
-38.5436,-3.1499,0.8836,0.8836
-38.4856,-3.2078,0.8681,0.8681
-38.4856,-3.2658,0.8836,0.8836
-38.4276,-3.3238,0.8973,0.8973
-38.3697,-3.3817,0.8836,0.8836
-38.3117,-3.4397,0.8681,0.8681
-38.3117,-3.4976,0.8836,0.8836
-38.2538,-3.5556,0.8973,0.8973
-38.1958,-3.6136,0.8836,0.8836
-38.1378,-3.6715,0.8681,0.8681
-38.1378,-3.7295,0.8836,0.8836
-38.0799,-3.7874,0.8973,0.8973
-38.0219,-3.8454,0.8836,0.8836
-37.9640,-3.9034,0.8681,0.8681
-37.9640,-3.9613,0.8836,0.8836
-37.9060,-4.0193,0.8973,0.8973
-37.8480,-4.0772,0.8836,0.8836
-37.7901,-4.1352,0.8681,0.8681
-37.7901,-4.1932,0.8836,0.8836
-37.7321,-4.2511,0.8973,0.8973
-37.6742,-4.3091,0.8836,0.8836
-37.6162,-4.3670,0.8681,0.8681
-37.6162,-4.4250,0.8836,0.8836
-37.5582,-4.4830,0.8836,0.8836
-37.5003,-4.5409,0.8681,0.8681
-37.5003,-4.5989,0.8836,0.8836
-37.4423,-4.6568,0.8973,0.8973
-37.3844,-4.7148,0.8836,0.8836
-37.3264,-4.7728,0.8681,0.8681
-37.3264,-4.8307,0.8973,0.8973
-37.2684,-4.8887,0.8836,0.8836
-37.2105,-4.9466,0.8681,0.8681
-37.2105,-5.0046,0.8836,0.8836
-37.1525,-5.0626,0.8836,0.8836
-37.0946,-5.1205,0.8681,0.8681
-37.0946,-5.1785,0.8836,0.8836
-37.0366,-5.2364,0.8836,0.8836
-36.9786,-5.2944,0.8681,0.8681
-36.9786,-5.3524,0.8836,0.8836
-36.9786,-5.4103,0.8540,0.8540
-36.9207,-5.4683,0.8681,0.8681
-36.8627,-5.5262,0.8836,0.8836
-36.8048,-5.5842,0.8836,0.8836
-36.8048,-5.6422,0.8790,0.8790
-36.7468,-5.7001,0.9034,0.9034
-36.7468,-5.7581,0.8681,0.8681
-36.6888,-5.8160,0.8836,0.8836
-36.6309,-5.8740,0.8836,0.8836
-36.6309,-5.9320,0.8790,0.8790
-36.5729,-5.9899,0.9034,0.9034
-36.5729,-6.0479,0.8681,0.8681
-36.5150,-6.1058,0.8836,0.8836
-36.4570,-6.1638,0.8836,0.8836
-36.4570,-6.2218,0.8790,0.8790
-36.3990,-6.2797,0.9034,0.9034
-36.3990,-6.3377,0.8681,0.8681
-36.3411,-6.3956,0.8836,0.8836
-36.2831,-6.4536,0.8790,0.8790
-36.2831,-6.5116,0.8790,0.8790
-36.2252,-6.5695,0.8790,0.8790
-36.2252,-6.6275,0.8790,0.8790
-36.1672,-6.6854,0.8790,0.8790
-36.1672,-6.7434,0.8790,0.8790
-36.1092,-6.8014,0.8790,0.8790
-36.1092,-6.8593,0.8790,0.8790
-36.0513,-6.9173,0.8790,0.8790
-36.0513,-6.9752,0.8790,0.8790
-35.9933,-7.0332,0.8790,0.8790
-35.9933,-7.0912,0.8790,0.8790
-35.9354,-7.1491,0.8790,0.8790
-35.9354,-7.2071,0.8790,0.8790
-35.8774,-7.2650,0.8790,0.8790
-35.8774,-7.3230,0.8790,0.8790
-35.8194,-7.3810,0.8790,0.8790
-35.8194,-7.4389,0.8790,0.8790
-35.7615,-7.4969,0.8790,0.8790
-35.7615,-7.5548,0.8790,0.8790
-35.7035,-7.6128,0.8790,0.8790
-35.7035,-7.6708,0.8790,0.8790
-35.6456,-7.7287,0.8790,0.8790
-35.6456,-7.7867,0.8790,0.8790
-35.5876,-7.8446,0.8790,0.8790
-35.5876,-7.9026,0.8790,0.8790
-35.5296,-7.9606,0.8790,0.8790
-35.5296,-8.0185,0.8790,0.8790
-35.4717,-8.0765,0.8836,0.8836
-35.4137,-8.1344,0.8681,0.8681
-35.4137,-8.1924,0.8973,0.8973
-35.3558,-8.2504,0.8836,0.8836
-35.2978,-8.3083,0.8681,0.8681
-35.2978,-8.3663,0.8836,0.8836
-35.2398,-8.4242,0.8836,0.8836
-35.1819,-8.4822,0.8681,0.8681
-35.1819,-8.5402,0.8836,0.8836
-35.1239,-8.5981,0.8973,0.8973
-35.0660,-8.6561,0.8973,0.8973
-35.0080,-8.7140,0.8973,0.8973
-34.9500,-8.7720,0.8973,0.8973
-34.8921,-8.8300,0.8973,0.8973
-34.8341,-8.8879,0.8836,0.8836
-34.7762,-8.8879,0.8681,0.8681
-34.7182,-8.8879,0.8349,0.8349
-34.6602,-8.9459,0.8540,0.8540
-34.6023,-8.9459,0.8268,0.8268
-34.5443,-8.9459,0.8022,0.8022
-34.4864,-8.9459,0.7804,0.7804
-34.4284,-9.0038,0.8171,0.8171
-34.3704,-9.0038,0.8022,0.8022
-34.3125,-9.0038,0.7905,0.7905
-34.2545,-9.0038,0.7821,0.7821
-34.1966,-9.0618,0.8349,0.8349
-34.1386,-9.0618,0.8333,0.8333
-34.0806,-9.0618,0.8333,0.8333
-34.0227,-9.0618,0.8333,0.8333
-33.9647,-9.0618,0.8333,0.8333
-33.9068,-9.0618,0.8349,0.8349
-33.8488,-9.0618,0.8397,0.8397
-33.7908,-9.0618,0.8477,0.8477
-33.7329,-9.0038,0.8022,0.8022
-33.6749,-9.0038,0.8171,0.8171
-33.6170,-9.0038,0.8349,0.8349
-33.5590,-9.0038,0.8477,0.8477
-33.5010,-9.0038,0.8587,0.8587
-33.4431,-9.0038,0.8728,0.8728
-33.3851,-9.0038,0.8897,0.8897
-33.3272,-9.0038,0.8897,0.8897
-33.2692,-8.9459,0.8728,0.8728
-33.2112,-8.9459,0.8897,0.8897
-33.1533,-8.9459,0.8897,0.8897
-33.0953,-8.9459,0.8728,0.8728
-33.0374,-8.8879,0.8728,0.8728
-32.9794,-8.8879,0.8897,0.8897
-32.9214,-8.8879,0.8728,0.8728
-32.8635,-8.8879,0.8587,0.8587
-32.8055,-8.8300,0.8897,0.8897
-32.7476,-8.8300,0.8897,0.8897
-32.6896,-8.8300,0.8728,0.8728
-32.6316,-8.8300,0.8587,0.8587
-32.5737,-8.7720,0.8897,0.8897
-32.5157,-8.7720,0.8897,0.8897
-32.4578,-8.7720,0.8728,0.8728
-32.3998,-8.7140,0.8728,0.8728
-32.3418,-8.7140,0.8897,0.8897
-32.2839,-8.7140,0.8897,0.8897
-32.2259,-8.7140,0.8728,0.8728
-32.1680,-8.6561,0.8728,0.8728
-32.1100,-8.6561,0.8897,0.8897
-32.0520,-8.6561,0.8897,0.8897
-31.9941,-8.6561,0.8728,0.8728
-31.9361,-8.5981,0.8897,0.8897
-31.8782,-8.5981,0.8897,0.8897
-31.8202,-8.5981,0.8728,0.8728
-31.7622,-8.5402,0.8728,0.8728
-31.7043,-8.5402,0.8897,0.8897
-31.6463,-8.5402,0.8897,0.8897
-31.5884,-8.5402,0.8728,0.8728
-31.5304,-8.4822,0.8728,0.8728
-31.4724,-8.4822,0.8897,0.8897
-31.4145,-8.4822,0.8897,0.8897
-31.3565,-8.4822,0.8728,0.8728
-31.2986,-8.4242,0.8728,0.8728
-31.2406,-8.4242,0.8897,0.8897
-31.1826,-8.4242,0.8728,0.8728
-31.1247,-8.4242,0.8587,0.8587
-31.0667,-8.3663,0.8897,0.8897
-31.0088,-8.3663,0.8897,0.8897
-30.9508,-8.3663,0.8728,0.8728
-30.8928,-8.3083,0.8728,0.8728
-30.8349,-8.3083,0.8897,0.8897
-30.7769,-8.3083,0.8897,0.8897
-30.7190,-8.3083,0.8728,0.8728
-30.6610,-8.2504,0.8728,0.8728
-30.6030,-8.2504,0.8897,0.8897
-30.5451,-8.2504,0.8897,0.8897
-30.4871,-8.2504,0.8728,0.8728
-30.4292,-8.1924,0.8897,0.8897
-30.3712,-8.1924,0.8897,0.8897
-30.3132,-8.1924,0.8728,0.8728
-30.2553,-8.1344,0.8728,0.8728
-30.1973,-8.1344,0.8897,0.8897
-30.1394,-8.1344,0.8897,0.8897
-30.0814,-8.1344,0.8728,0.8728
-30.0234,-8.0765,0.8728,0.8728
-29.9655,-8.0765,0.8897,0.8897
-29.9075,-8.0765,0.8897,0.8897
-29.8496,-8.0765,0.8728,0.8728
-29.7916,-8.0185,0.8728,0.8728
-29.7336,-8.0185,0.8897,0.8897
-29.6757,-8.0185,0.8728,0.8728
-29.6177,-8.0185,0.8587,0.8587
-29.5598,-7.9606,0.8897,0.8897
-29.5018,-7.9606,0.8897,0.8897
-29.4438,-7.9606,0.8728,0.8728
-29.3859,-7.9026,0.8728,0.8728
-29.3279,-7.9026,0.8897,0.8897
-29.2700,-7.9026,0.8897,0.8897
-29.2120,-7.9026,0.8728,0.8728
-29.1540,-7.8446,0.8728,0.8728
-29.0961,-7.8446,0.8897,0.8897
-29.0381,-7.8446,0.8897,0.8897
-28.9802,-7.8446,0.8728,0.8728
-28.9222,-7.7867,0.8897,0.8897
-28.8642,-7.7867,0.8897,0.8897
-28.8063,-7.7867,0.8728,0.8728
-28.7483,-7.7287,0.8728,0.8728
-28.6904,-7.7287,0.8897,0.8897
-28.6324,-7.7287,0.8897,0.8897
-28.5744,-7.7287,0.8728,0.8728
-28.5165,-7.6708,0.8728,0.8728
-28.4585,-7.6708,0.8897,0.8897
-28.4006,-7.6708,0.8897,0.8897
-28.3426,-7.6708,0.8728,0.8728
-28.2846,-7.6128,0.8728,0.8728
-28.2267,-7.6128,0.8897,0.8897
-28.1687,-7.6128,0.8728,0.8728
-28.1108,-7.6128,0.8587,0.8587
-28.0528,-7.5548,0.8897,0.8897
-27.9948,-7.5548,0.8897,0.8897
-27.9369,-7.5548,0.8728,0.8728
-27.8789,-7.4969,0.8728,0.8728
-27.8210,-7.4969,0.8897,0.8897
-27.7630,-7.4969,0.8897,0.8897
-27.7050,-7.4969,0.8728,0.8728
-27.6471,-7.4389,0.8728,0.8728
-27.5891,-7.4389,0.8897,0.8897
-27.5312,-7.4389,0.8897,0.8897
-27.4732,-7.4389,0.8728,0.8728
-27.4152,-7.3810,0.8897,0.8897
-27.3573,-7.3810,0.8897,0.8897
-27.2993,-7.3810,0.8728,0.8728
-27.2414,-7.3230,0.8728,0.8728
-27.1834,-7.3230,0.8897,0.8897
-27.1254,-7.3230,0.8897,0.8897
-27.0675,-7.3230,0.8728,0.8728
-27.0095,-7.2650,0.8728,0.8728
-26.9516,-7.2650,0.8897,0.8897
-26.8936,-7.2650,0.8897,0.8897
-26.8356,-7.2650,0.8728,0.8728
-26.7777,-7.2071,0.8728,0.8728
-26.7197,-7.2071,0.8897,0.8897
-26.6618,-7.2071,0.8728,0.8728
-26.6038,-7.2071,0.8587,0.8587
-26.5458,-7.1491,0.8897,0.8897
-26.4879,-7.1491,0.8897,0.8897
-26.4299,-7.1491,0.8728,0.8728
-26.3720,-7.0912,0.8728,0.8728
-26.3140,-7.0912,0.8897,0.8897
-26.2560,-7.0912,0.8897,0.8897
-26.1981,-7.0912,0.8728,0.8728
-26.1401,-7.0332,0.8728,0.8728
-26.0822,-7.0332,0.8897,0.8897
-26.0242,-7.0332,0.8897,0.8897
-25.9662,-7.0332,0.8728,0.8728
-25.9083,-6.9752,0.8897,0.8897
-25.8503,-6.9752,0.8897,0.8897
-25.7924,-6.9752,0.8728,0.8728
-25.7344,-6.9173,0.8728,0.8728
-25.6764,-6.9173,0.8897,0.8897
-25.6185,-6.9173,0.8897,0.8897
-25.5605,-6.9173,0.8728,0.8728
-25.5026,-6.8593,0.8728,0.8728
-25.4446,-6.8593,0.8897,0.8897
-25.3866,-6.8593,0.8897,0.8897
-25.3287,-6.8593,0.8728,0.8728
-25.2707,-6.8014,0.8728,0.8728
-25.2128,-6.8014,0.8897,0.8897
-25.1548,-6.8014,0.8728,0.8728
-25.0968,-6.8014,0.8587,0.8587
-25.0389,-6.7434,0.8897,0.8897
-24.9809,-6.7434,0.8897,0.8897
-24.9230,-6.7434,0.8728,0.8728
-24.8650,-6.6854,0.8728,0.8728
-24.8070,-6.6854,0.8897,0.8897
-24.7491,-6.6854,0.8897,0.8897
-24.6911,-6.6854,0.8728,0.8728
-24.6332,-6.6275,0.8728,0.8728
-24.5752,-6.6275,0.8897,0.8897
-24.5172,-6.6275,0.8897,0.8897
-24.4593,-6.6275,0.8728,0.8728
-24.4013,-6.5695,0.8728,0.8728
-24.3434,-6.5695,0.8897,0.8897
-24.2854,-6.5695,0.8728,0.8728
-24.2274,-6.5116,0.8728,0.8728
-24.1695,-6.5116,0.8897,0.8897
-24.1115,-6.5116,0.8897,0.8897
-24.0536,-6.5116,0.8728,0.8728
-23.9956,-6.4536,0.8728,0.8728
-23.9376,-6.4536,0.8897,0.8897
-23.8797,-6.4536,0.8897,0.8897
-23.8217,-6.4536,0.8728,0.8728
-23.7638,-6.3956,0.8728,0.8728
-23.7058,-6.3956,0.8897,0.8897
-23.6478,-6.3956,0.8728,0.8728
-23.5899,-6.3956,0.8587,0.8587
-23.5319,-6.3377,0.8897,0.8897
-23.4740,-6.3377,0.8897,0.8897
-23.4160,-6.3377,0.8728,0.8728
-23.3580,-6.2797,0.8728,0.8728
-23.3001,-6.2797,0.8897,0.8897
-23.2421,-6.2797,0.8897,0.8897
-23.1842,-6.2797,0.8728,0.8728
-23.1262,-6.2218,0.8728,0.8728
-23.0682,-6.2218,0.8897,0.8897
-23.0103,-6.2218,0.8897,0.8897
-22.9523,-6.2218,0.8728,0.8728
-22.8944,-6.1638,0.8728,0.8728
-22.8364,-6.1638,0.8897,0.8897
-22.7784,-6.1638,0.8728,0.8728
-22.7205,-6.1058,0.8728,0.8728
-22.6625,-6.1058,0.8897,0.8897
-22.6046,-6.1058,0.8897,0.8897
-22.5466,-6.1058,0.8728,0.8728
-22.4886,-6.0479,0.8728,0.8728
-22.4307,-6.0479,0.8897,0.8897
-22.3727,-6.0479,0.8897,0.8897
-22.3148,-6.0479,0.8728,0.8728
-22.2568,-5.9899,0.8728,0.8728
-22.1988,-5.9899,0.8897,0.8897
-22.1409,-5.9899,0.8728,0.8728
-22.0829,-5.9899,0.8587,0.8587
-22.0250,-5.9320,0.8897,0.8897
-21.9670,-5.9320,0.8897,0.8897
-21.9090,-5.9320,0.8728,0.8728
-21.8511,-5.8740,0.8728,0.8728
-21.7931,-5.8740,0.8897,0.8897
-21.7352,-5.8740,0.8897,0.8897
-21.6772,-5.8740,0.8728,0.8728
-21.6192,-5.8160,0.8728,0.8728
-21.5613,-5.8160,0.8897,0.8897
-21.5033,-5.8160,0.8897,0.8897
-21.4454,-5.8160,0.8728,0.8728
-21.3874,-5.7581,0.8728,0.8728
-21.3294,-5.7581,0.8897,0.8897
-21.2715,-5.7581,0.8728,0.8728
-21.2135,-5.7581,0.8587,0.8587
-21.1556,-5.7001,0.8897,0.8897
-21.0976,-5.7001,0.8897,0.8897
-21.0396,-5.7001,0.8728,0.8728
